visualization/mean_value,visualization/std_value,visualization/min_value,visualization/max_value,visualization/median_value,visualization/q25_value,visualization/q75_value,visualization/scale_mode,step
0.8374479413032532,0.7023634314537048,-0.9590535759925842,2.05502986907959,0.9448261857032776,0.43341536819934845,1.4144679009914398,dynamic,1
-0.13210327923297882,0.29093438386917114,-0.6199371814727783,0.6552994847297668,-0.1764925867319107,-0.3545819967985153,0.12872537970542908,dynamic,25000
0.32175350189208984,0.584492564201355,-0.9624030590057373,3.057067394256592,0.13253946602344513,0.01428784616291523,0.2797894701361656,dynamic,50000
0.25824111700057983,0.3688250184059143,-0.5162950754165649,1.5563188791275024,0.10150417685508728,0.07026091776788235,0.2204415760934353,dynamic,75000
0.3568943440914154,0.6209055781364441,-0.2779184877872467,2.4654061794281006,0.07878612726926804,0.06538083404302597,0.2698216959834099,dynamic,100000
0.3472460210323334,1.3050898313522339,-1.7697993516921997,3.980053186416626,0.07005995512008667,0.04650494549423456,0.07389412075281143,dynamic,125000
-0.26656147837638855,2.342589855194092,-6.105094909667969,3.9600441455841064,0.06440651416778564,0.059333957731723785,0.06899511814117432,dynamic,150000
-0.22237780690193176,6.014008522033691,-11.206936836242676,13.371983528137207,0.08463984727859497,-0.14919493719935417,0.0871419608592987,dynamic,175000
0.11042404174804688,5.882382392883301,-10.751151084899902,13.471121788024902,0.08489888161420822,-0.010259825736284256,0.09163232892751694,dynamic,200000
0.4571417570114136,1.8549001216888428,-4.34376335144043,5.517822265625,0.07298366725444794,0.0656197089701891,0.07799088209867477,dynamic,225000
0.274495929479599,3.2046310901641846,-6.443187236785889,7.67441463470459,0.06096018850803375,0.04085960611701012,0.1256607472896576,dynamic,250000
0.30291450023651123,5.176015853881836,-10.674756050109863,11.894296646118164,0.06782511621713638,0.0633237436413765,0.17123468220233917,dynamic,275000
0.6232900023460388,3.2623164653778076,-8.026571273803711,8.803933143615723,0.05998482555150986,0.057150088250637054,0.1778179295361042,dynamic,300000
0.8136511445045471,2.203857183456421,-6.718829154968262,6.8499436378479,0.0631578266620636,0.06035876274108887,0.9953353404998779,dynamic,325000
-0.3038826882839203,1.2123010158538818,-4.077473163604736,3.4682281017303467,0.04777670279145241,0.021038828417658806,0.11324428766965866,dynamic,350000
