training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,time/steps_per_second,step
0.9284384,-2.6280172,0.007884052,0.7901401,1.0461773,0.9205544,-0.96306396,1.0,0.013015196,0.71173793,-0.986268,-2.1649766,0.036072083,-0.051916286,0.69811946,0.8957786,-0.98614454,-2.1919572,9.394686e-06,0.00451011176109314,22.55056118965149,221.72396506501022,5000
0.85914,-2.3813934,0.00714418,0.5435164,0.8025837,0.8519958,-0.6837988,1.0,0.015545757,1.292582,-0.6947051,-1.6872882,0.019716978,-0.049649768,0.3270968,1.162565,-0.6976944,-1.5865391,3.812847e-06,0.0021959644794464113,33.530412673950195,455.38063359418436,10000
0.8332539,-2.2888947,0.006866684,0.45101774,0.60770464,0.8263872,-0.5022002,1.0,0.0077909376,0.83398217,-0.50847006,-1.7044806,0.049180772,-0.021456737,0.28582242,0.7750326,-0.5082667,-1.3700854,2.3508433e-06,0.0021439785480499266,44.250327825546265,466.4224320429848,15000
0.67328614,-2.3828187,0.0071484554,0.5449414,0.4410801,0.6661377,-0.29382077,1.0,0.014042113,0.9946759,-0.2915087,-1.6052896,0.012391978,-0.08842015,0.4730522,0.8522685,-0.2890143,-1.5380762,3.0917631e-06,0.002152092266082764,55.01081109046936,464.6639381622103,20000
0.6190119,-2.3134704,0.006940411,0.47559333,0.3133748,0.61207145,-0.19180837,1.0,0.010847385,0.8487768,-0.2013285,-1.7409045,0.06805916,-0.0077428366,0.3679394,0.37985203,-0.19101161,-0.62568885,1.944365e-06,0.0021659068107604982,65.84037494659424,461.700218487039,25000
0.228727,-2.3935814,0.007180744,0.55570436,0.2734756,0.22154625,-0.060587715,1.0,0.015918346,2.100179,-0.061023846,-1.6449683,0.05755128,-0.14461294,0.70370376,2.0293052,-0.05792021,-0.4462289,2.019387e-05,0.002791869258880615,79.79974579811096,358.1828577637698,30000
-0.18000697,-2.3197346,0.006959204,0.48185766,0.26638275,-0.18696617,0.04980475,1.0,0.0073393825,3.3726468,0.04627735,-0.33208632,0.041054804,-0.07311436,0.41667688,2.8011675,0.04321331,-0.3363476,6.4224887e-06,0.0022252559661865234,90.92605423927307,449.386350307892,35000
-0.35348064,-2.3957248,0.0071871737,0.5578475,0.19155702,-0.36066782,0.06908881,1.0,0.010275515,4.301779,0.06560617,-0.22785358,0.077324316,-0.03438519,0.4426583,4.261805,0.07259451,-0.23016717,6.4676774e-06,0.002236262559890747,102.107417345047,447.1745203116169,40000
-0.40904254,-2.309154,0.0069274623,0.47127706,0.14304526,-0.41597,0.05950295,1.0,0.00961274,3.0428915,0.057404276,-1.3751538,0.020567138,-0.023982262,0.27111587,2.6743803,0.059253536,-0.7614247,1.0109591e-06,0.002198515033721924,113.1000189781189,454.8523250129153,45000
-0.6224754,-2.2928457,0.006878538,0.4549688,0.11939157,-0.62935394,0.075140186,1.0,0.005862818,2.0565753,0.07142268,-1.0413862,0.040019527,-0.027342288,0.26211372,2.101571,0.07318814,-0.8125403,2.3974578e-06,0.002262956476211548,124.41484141349792,441.89964472115804,50000
-0.5335839,-2.3290668,0.0069871997,0.49118957,0.10206856,-0.5405711,0.05517585,1.0,0.012710781,1.5976858,0.05137598,-1.408407,0.054999534,-0.010520797,0.24153268,1.4201256,0.04972328,-1.1843015,1.4332493e-06,0.002722251605987549,138.02613615989685,367.34289001389686,55000
-0.80053186,-2.3907766,0.00717233,0.55289954,0.098151535,-0.8077042,0.079278216,1.0,0.0050480096,0.9885393,0.08051403,-0.8936558,0.013545598,-0.024231113,0.19865836,0.8431297,0.08045435,-0.80961174,1.3070082e-06,0.002144731950759888,148.74982285499573,466.25857657949933,60000
-0.9589482,-2.3279457,0.0069838366,0.49006858,0.14195585,-0.965932,0.13712066,1.0,0.008414023,1.7475146,0.13272904,-0.5705395,0.040234,-0.006371158,0.21529546,1.4977272,0.13018736,-0.52607185,1.9208824e-06,0.0021584505558013916,159.5421004295349,463.29515773681186,65000
-0.9547537,-2.3572075,0.0070716226,0.5193305,0.09843816,-0.9618253,0.09468128,1.0,0.0066695567,1.6898737,0.09491563,-0.68086827,0.02873693,-0.021339614,0.16221413,1.6246685,0.0955392,-0.51592994,1.239001e-06,0.0021318859577178955,170.20155930519104,469.0680854086694,70000
-0.9267478,-2.2791955,0.006837586,0.44131836,0.10351402,-0.9335854,0.09664011,1.0,0.0060953503,1.4655434,0.09831034,-1.1139227,0.017444614,-0.027624767,0.1772318,1.3837003,0.1010968,-0.4894202,5.137396e-06,0.0021571556568145754,180.9873559474945,463.57323406762106,75000
-0.96913946,-2.264606,0.0067938184,0.42672902,0.1290765,-0.97593325,0.12597102,1.0,0.00689899,1.9423869,0.12183687,-0.7946091,0.07356833,-0.020831173,0.21389839,2.0926979,0.12419976,-0.2619673,1.6679326e-06,0.0027789849758148195,194.882306098938,359.8435039580002,80000
-0.97733724,-2.2715662,0.0068146987,0.43368924,0.1224689,-0.98415196,0.12052899,1.0,0.007104231,2.629277,0.12181297,-0.20427077,0.012769536,-0.032914735,0.14285384,2.3005466,0.1209224,-0.2578744,8.2398157e-07,0.0022050955772399904,205.90781497955322,453.49490565567714,85000
-0.99053,-2.2881913,0.0068645743,0.45031428,0.16104008,-0.99739456,0.1606215,1.0,0.005574577,2.9162414,0.16188994,-0.33096445,0.020128667,-0.05379399,0.17792709,2.9049456,0.16355117,-0.073365085,6.9003295e-07,0.002189225435256958,216.85397672653198,456.7824113401029,90000
-0.97133386,-2.1153803,0.00634614,0.27750307,0.13790098,-0.97768,0.13482401,1.0,0.007708782,2.3266065,0.13960946,-0.54419976,0.0069350456,-0.04637173,0.22070727,2.1766834,0.13516116,-0.34420136,1.3063252e-06,0.0021651777267456054,227.67989921569824,461.85570788274833,95000
-0.9728782,-2.030604,0.0060918117,0.19272678,0.11651307,-0.97897005,0.11406379,1.0,0.007951408,2.3481379,0.11632586,-0.590812,0.009255077,-0.026725924,0.14234158,2.2499743,0.11427738,-0.23931552,1.5587525e-06,0.002203425121307373,238.69705963134766,453.8386884653301,100000
-0.92992747,-2.0356064,0.006106819,0.19772926,0.09726444,-0.93603426,0.091043785,1.0,0.006222114,2.429512,0.09151017,-1.0589163,0.015856152,-0.05217813,0.21893544,2.452067,0.094833925,-0.43589413,8.923866e-06,0.0027113282203674316,252.25374293327332,368.82283239344554,105000
-0.71047294,-2.0048018,0.0060144053,0.1669248,0.13132186,-0.71648735,0.09409117,1.0,0.009012746,3.0393264,0.09219079,-1.0487243,0.04133357,-0.013590264,0.19772506,2.865652,0.09280147,-0.80903196,2.5580264e-06,0.0021736234188079835,263.121874332428,460.06114135770105,110000
-0.7103862,-2.000247,0.0060007414,0.1623701,0.12220241,-0.716387,0.08754493,1.0,0.004263292,3.9234023,0.08959615,-1.3773487,0.014875626,-0.041366078,0.14937763,3.7495809,0.091722764,-1.1560974,1.8600709e-06,0.0021621100902557374,273.93244910240173,462.5109959698297,115000
-0.83660537,-2.0708094,0.006212428,0.23293233,0.17566007,-0.8428178,0.14805028,1.0,0.008718969,4.115769,0.1482712,-1.4678411,0.029744126,-0.01956743,0.1385638,4.041806,0.14804655,-1.0191679,1.74265e-06,0.0021440239906311033,284.6525914669037,466.41254622420485,120000
-0.65420127,-2.0073316,0.0060219946,0.16945465,0.14277431,-0.66022325,0.094263576,1.0,0.008210786,3.8955994,0.09531995,-2.198646,0.0054575023,-0.019155487,0.12175296,3.8305662,0.09548201,-1.5922534,1.558288e-06,0.0021426902294158934,295.3660626411438,466.70284297346456,125000
