training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,time/steps_per_second,step
-0.9901443,-2.1556559,0.006466968,0.31777883,0.96621835,-0.9966113,0.9629452,1.0,0.054776922,1.9606098,0.9535673,-2.0098758,0.12392129,-0.010273504,0.7451263,1.1421163,0.9643333,-0.4281005,5.345735e-06,0.004762938594818115,23.814695119857788,209.95439264136058,5000
-0.9858119,-1.9627783,0.005888335,0.124901205,0.9574318,-0.99170023,0.9494864,1.0,0.057355843,1.1973715,0.9492924,-2.2448552,0.021399219,-0.02169004,0.15530163,0.9940067,0.95229286,-0.6184088,2.0718471e-06,0.0022493903636932374,35.06166863441467,444.564776554662,10000
-0.9865367,-1.9144983,0.005743495,0.07662135,0.96070486,-0.9922802,0.9532894,1.0,0.04758688,1.0,0.952775,-2.1496427,0.046693802,-0.020230131,0.18295772,0.99149555,0.95440125,-0.4459562,2.2721715e-06,0.0022662487506866454,46.39294981956482,441.2576881001785,15000
-0.9898521,-1.9224569,0.0057673706,0.084579855,0.97458553,-0.9956194,0.97031724,1.0,0.036093943,1.2474147,0.9697926,-1.801204,0.008648759,-0.0018899646,0.0641755,1.1233594,0.96933836,-0.43877047,1.1267559e-06,0.0023456689834594727,58.12133431434631,426.31747352124097,20000
-0.98043513,-1.903192,0.0057095764,0.06531505,0.96169645,-0.9861447,0.94837284,1.0,0.062835105,1.1328508,0.9498686,-2.3578455,0.0025247168,-0.02298572,0.095857136,0.9879966,0.95179486,-0.42648563,1.1530714e-06,0.0022846813678741454,69.54476690292358,437.6975953401462,25000
-0.9833581,-1.8886013,0.0056658043,0.050724342,0.9599165,-0.98902386,0.94938135,1.0,0.0644881,1.9124292,0.9501929,-2.1982877,0.014864728,-0.027761761,0.09701503,1.2112008,0.9527525,-0.4820192,8.366982e-07,0.002814473009109497,83.61714434623718,355.30621278958154,30000
-0.99434114,-1.8859309,0.005657793,0.048053883,0.98477304,-0.9999989,0.98477304,1.0,0.018080235,2.5941026,0.985073,-0.47851261,0.036369033,-0.03201196,0.15806913,1.6369934,0.9822536,0.25753713,5.286485e-07,0.002220255184173584,94.71844220161438,450.39853300560213,35000
-0.994363,-1.8786386,0.0056359163,0.040761657,0.99121654,-0.9999989,0.99121654,1.0,0.013074156,2.6888683,0.9948444,-0.65592754,0.012031322,-0.07872787,0.26046178,1.7531946,1.0002702,0.55857337,7.023097e-06,0.0022338242053985594,105.88758611679077,447.6626573344413,40000
-0.9943256,-1.89113,0.00567339,0.053252954,0.99418044,-0.999999,0.99418044,1.0,0.0072470186,2.5475218,0.995048,0.6024083,0.008858113,-0.034423396,0.09879971,1.9251766,0.9979342,0.63729256,7.1728704e-07,0.002226176929473877,117.01850056648254,449.2004500932168,45000
-0.99433345,-1.8885012,0.0056655034,0.05062413,0.9924401,-0.9999989,0.9924401,1.0,0.006828922,1.9208987,0.99182385,-0.35519975,0.014151779,-0.009423651,0.06530409,1.620265,0.9940522,0.33119625,3.7963157e-06,0.0022554651737213133,128.2958493232727,443.36736979522163,50000
-0.9943706,-1.8753198,0.0056259595,0.037442744,0.9630544,-0.99999654,0.96305215,1.0,0.03456362,1.2721093,0.9625732,-1.5315255,0.03322347,-0.03990598,0.12884277,1.1797637,0.9681022,0.090979934,2.5082628e-07,0.0028661977767944335,142.62686038017273,348.89418955932365,55000
-0.9927652,-1.9156842,0.005747053,0.07780714,0.968372,-0.99851227,0.96693236,1.0,0.029455084,1.4127127,0.9645379,-2.1610546,0.022874564,-0.0049707447,0.09418644,1.221103,0.9684774,-0.40659666,3.58412e-07,0.0022660741329193117,153.9572718143463,441.29170882867913,60000
-0.99361885,-1.9037247,0.005711174,0.06584762,0.96753573,-0.99933004,0.9668886,1.0,0.026253171,1.8813634,0.9689206,-1.4196279,0.006095448,-0.03618529,0.12064924,1.3354242,0.9674684,-0.13250312,4.4687008e-07,0.0022728564739227294,165.32158780097961,439.9748496127264,65000
-0.9915602,-1.8821471,0.005646441,0.04427004,0.96978045,-0.9972067,0.9670726,1.0,0.041930977,1.8404901,0.9667072,-2.1409938,0.022091463,-0.009509818,0.074584216,1.3473084,0.9686919,-0.22517388,1.5723895e-06,0.0021776256561279296,176.2097418308258,459.2156097290947,70000
-0.99089986,-1.8729526,0.0056188577,0.035075575,0.9709741,-0.99651873,0.96759486,1.0,0.027625896,2.4408953,0.9727134,-2.3292053,0.005563309,-0.07258774,0.22415298,1.4684011,0.97082496,-0.3975955,1.2143435e-06,0.0022677908420562745,187.5487277507782,440.957624940976,75000
