training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,step
1.0381192,-12.786649,0.038359948,1.3587852,14.4009495,0.9997592,-14.397482,1.0,1.4932958,0.31973445,-13.609076,-23.099684,3.41181,-4.429382,79.697014,1.6601572,-12.955075,-22.310614,0.10429161,0.005553279972076416,27.76640224456787,5000
1.0377796,-12.593224,0.037779674,1.3104291,19.719055,0.99999994,-19.719055,1.0,2.313998,0.0,-19.98668,-38.884804,8.472439,-8.954147,144.6069,0.6373423,-19.40979,-38.289696,0.11786862,0.002116474199295044,38.34877562522888,10000
1.0378166,-12.609505,0.037828516,1.3144991,20.2156,0.9999881,-20.21536,1.0,2.0814948,0.0,-23.911701,-51.431347,8.605841,-8.734402,131.76407,0.9435292,-23.438148,-50.972134,0.10677205,0.0021317795276641844,49.007675647735596,15000
1.0380675,-12.689211,0.03806763,1.3344257,19.753815,0.9999998,-19.753813,1.0,1.9327394,0.0,-26.816628,-61.441734,8.944824,-10.266762,171.1598,0.62090784,-26.309193,-61.038242,0.14977571,0.0021410380363464355,59.712868452072144,20000
1.0377074,-12.57387,0.037721608,1.3055902,19.987148,0.9999858,-19.986866,1.0,1.7841885,0.0,-27.509108,-68.93841,4.9963384,-5.753418,88.43693,0.504952,-27.03151,-68.599464,0.13101988,0.002148502254486084,70.45538234710693,25000
1.0372665,-12.422934,0.037268803,1.2678561,20.017574,0.99999774,-20.01753,1.0,1.8785458,0.0,-28.278694,-74.82444,8.554667,-8.645954,121.476616,0.4294406,-27.876492,-74.58667,0.13165477,0.002875917673110962,84.83497381210327,30000
1.0366795,-12.2374115,0.036712237,1.2214761,20.119034,0.9999672,-20.118376,1.0,2.0112953,0.0,-29.63275,-79.347824,8.560577,-6.806818,132.53426,0.50787675,-29.24974,-79.081726,0.1372948,0.0021887399673461913,95.77867674827576,35000
1.036735,-12.245047,0.03673514,1.2233847,19.755257,0.99999994,-19.755257,1.0,1.732832,0.0,-29.929462,-83.11281,6.601872,-4.889307,109.04739,0.4143379,-29.48325,-82.9278,0.11652321,0.002224781608581543,106.90258765220642,40000
1.036834,-12.284569,0.03685371,1.2332649,20.104988,0.99998033,-20.104595,1.0,1.4826684,0.0,-30.84924,-85.74128,5.8368483,-4.453318,86.59704,0.44785908,-30.428684,-85.60691,0.13395962,0.002177889633178711,117.79203867912292,45000
1.0363387,-12.116361,0.03634908,1.1912131,20.151648,0.9999896,-20.15144,1.0,1.4022216,0.0,-32.133183,-88.12036,5.811449,-5.4408264,81.13319,0.966104,-31.714096,-88.0094,0.12673691,0.0021801745414733887,128.6929144859314,50000
1.0366088,-12.209946,0.036629837,1.2146091,20.46233,0.999979,-20.461903,1.0,1.6126982,0.0,-31.20504,-89.80405,6.84168,-5.4845085,105.06551,0.64634496,-30.817972,-89.74419,0.10828614,0.0028744178295135496,143.0650064945221,55000
1.0367779,-12.259324,0.036777973,1.226954,20.581972,0.9999999,-20.581972,1.0,1.4064232,0.0,-29.697147,-91.171074,3.1177142,-2.518692,48.056293,0.4312226,-29.259876,-91.129906,0.12024973,0.002192438459396362,154.02720165252686,60000
1.0362158,-12.0808735,0.03624262,1.1823413,19.830109,0.9999731,-19.829578,1.0,1.8882868,0.0,-29.801662,-91.65621,4.6263447,-4.7302666,69.37864,0.561795,-29.433697,-91.65837,0.12329984,0.0021954329490661622,165.00436925888062,65000
1.0365288,-12.1783,0.036534898,1.206698,20.268326,0.999994,-20.268206,1.0,1.7378578,0.0,-31.55611,-92.196335,5.4413524,-7.2422304,98.459526,0.3542795,-31.106382,-92.065605,0.11927553,0.0022304809093475343,176.15677905082703,70000
1.0361433,-12.048865,0.036146596,1.1743393,19.935825,0.99999666,-19.93576,1.0,1.4802129,0.0,-30.959362,-93.23183,4.7026267,-3.1818793,66.42563,0.5041481,-30.61134,-93.18745,0.10868003,0.0022017963409423826,187.16576385498047,75000
1.036632,-12.211258,0.036633775,1.2149374,20.352203,0.9999982,-20.352169,1.0,1.5994518,0.0,-30.49884,-93.50589,5.497788,-7.8113666,90.66264,0.4801833,-30.100235,-93.47844,0.1174883,0.002957805919647217,201.95479655265808,80000
1.0359112,-11.970413,0.03591124,1.1547261,19.769243,0.99999994,-19.769243,1.0,1.2443702,0.0,-33.77681,-92.92741,4.589394,-4.213477,59.01435,0.4155558,-33.386368,-92.858795,0.11857299,0.0022375658988952637,213.14262914657593,85000
1.0362047,-12.071165,0.036213495,1.1799142,20.2868,0.99999124,-20.286625,1.0,1.9329517,0.0,-30.196758,-93.5213,10.387071,-12.466095,125.71409,0.63361394,-29.793934,-93.48486,0.14326088,0.0022301694393157957,224.29347896575928,90000
1.0360765,-12.032016,0.03609605,1.1701269,20.683685,0.99998045,-20.683283,1.0,1.4499907,0.0,-31.389883,-93.56109,4.359105,-5.3782306,74.08701,0.5871911,-31.002747,-93.466446,0.11724367,0.0022670631885528566,235.62879824638367,95000
1.0360543,-12.018088,0.03605427,1.166645,20.293198,0.99999994,-20.293198,1.0,1.4087863,0.0,-31.743519,-93.53067,5.2012773,-5.4432974,92.75952,0.6487254,-31.376795,-93.38312,0.112906694,0.0022484758853912354,246.8711805343628,100000
1.0359007,-11.967398,0.035902195,1.1539725,20.216932,0.99999857,-20.216906,1.0,1.6082067,0.0,-30.384119,-93.66731,8.152261,-5.9607506,103.47719,0.41220015,-29.983467,-93.619095,0.13276765,0.00289469313621521,261.3446490764618,105000
1.0363873,-12.131693,0.03639508,1.1950462,20.24585,0.9999922,-20.245693,1.0,1.3134842,0.0,-31.923645,-93.53841,3.903906,-4.5813622,66.17886,0.8102787,-31.51015,-93.47437,0.13462643,0.0022193220138549807,272.44126200675964,110000
1.0357,-11.900021,0.03570006,1.137128,20.317738,0.9999999,-20.317738,1.0,1.4560912,0.0,-31.987045,-93.97809,6.328621,-5.8201094,82.02142,0.39770663,-31.57483,-93.899506,0.1197819,0.002220917510986328,283.54585242271423,115000
1.0353622,-11.789854,0.03536956,1.1095866,20.217731,0.9999927,-20.217587,1.0,1.3198612,0.0,-29.633581,-93.970215,4.825404,-5.034402,65.68009,0.2957651,-29.250572,-93.986755,0.12672016,0.0022215763568878173,294.6537368297577,120000
1.0360521,-12.023003,0.036069006,1.1678736,20.820278,0.99998313,-20.81993,1.0,1.436443,0.0,-29.973558,-93.845764,3.6980906,-4.594402,65.93172,0.32298928,-29.594784,-93.78611,0.11866576,0.00222189416885376,305.763210773468,125000
1.0360285,-12.009556,0.03602867,1.1645119,20.19125,0.9999999,-20.19125,1.0,1.7015145,0.0,-31.11375,-94.076004,6.4601994,-5.358392,85.863174,0.34356588,-30.709085,-94.052246,0.12126709,0.0029025187969207765,320.2758069038391,130000
1.0355043,-11.837168,0.035511505,1.1214149,19.884315,0.99999285,-19.884174,1.0,1.3288602,0.0,-31.808844,-94.06962,4.20345,-4.0226874,65.33509,0.46675825,-31.429756,-94.04822,0.1037133,0.002216377592086792,331.35769748687744,135000
1.0357777,-11.927408,0.03578223,1.1439753,20.44181,0.99999547,-20.44172,1.0,1.2458348,0.0,-31.412575,-94.04656,3.8921359,-4.2448053,42.663456,0.43402398,-31.034111,-93.98061,0.12077973,0.002219946575164795,342.4574337005615,140000
1.0359273,-11.9778805,0.03593364,1.1565931,20.696854,0.9999937,-20.696724,1.0,1.3450553,0.0,-31.337513,-93.98465,5.208117,-6.7894588,87.49915,0.3479746,-30.968548,-93.96297,0.11144966,0.0022211169719696046,353.56302070617676,145000
1.0354934,-11.831181,0.035493538,1.1199181,20.634148,0.9999999,-20.634148,1.0,1.2708452,0.0,-32.075268,-93.794495,3.726976,-3.395548,51.570866,0.38181663,-31.639515,-93.66444,0.12341893,0.0022244781017303466,364.68541407585144,150000
1.0353184,-11.772804,0.035318412,1.1053238,20.028944,0.99999994,-20.028944,1.0,1.562928,0.0,-31.49455,-94.134766,2.4374979,-3.3267543,54.558346,0.41002616,-31.117575,-94.07864,0.11193532,0.0029520848274230955,379.44584107398987,155000
1.0355861,-11.862061,0.035586182,1.1276381,19.970444,0.99999994,-19.970444,1.0,1.2436274,0.0,-31.399292,-94.37348,7.85318,-9.068455,98.06057,0.7422255,-31.027472,-94.341354,0.10950694,0.0022221618175506594,390.5566530227661,160000
