training/actor/actor_loss,training/actor/bc_log_prob,training/actor/bc_loss,training/actor/mse,training/actor/q_abs_mean,training/actor/q_loss,training/actor/q_mean,training/actor/std,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/value/v_max,training/value/v_mean,training/value/v_min,training/value/value_loss,time/step_time,time/total_time,time/steps_per_second,step
0.92823315,-2.559195,0.0076775854,0.72131807,1.0461663,0.92055553,-0.9630551,1.0,0.013015196,0.71173793,-0.986268,-2.1649766,0.036072083,-0.051916286,0.6835505,0.8957786,-0.98614454,-2.1919572,9.394686e-06,0.0045497268676757815,22.748637199401855,219.793379223745,5000
0.8591406,-2.3837,0.0071511,0.54582286,0.8025852,0.85198945,-0.683795,1.0,0.015545757,1.292582,-0.6947051,-1.6872882,0.019716978,-0.049649768,0.32066268,1.162565,-0.6976944,-1.5865391,3.812847e-06,0.0021943678379058836,33.72049951553345,455.71195268414334,10000
0.83329046,-2.2978632,0.0068935896,0.45998618,0.6077064,0.8263969,-0.5022075,1.0,0.0077909376,0.83398217,-0.50847006,-1.7044806,0.049180772,-0.021456737,0.28714013,0.7750326,-0.5082667,-1.3700854,2.3508433e-06,0.0021252551555633547,44.34680700302124,470.5315786821431,15000
0.67332345,-2.382979,0.0071489373,0.5451019,0.44107908,0.66617453,-0.29383633,1.0,0.014042113,0.9946759,-0.2915087,-1.6052896,0.0114401765,-0.08842015,0.46746862,0.8522685,-0.2890143,-1.5380762,3.0917631e-06,0.0021960490703582763,55.32708168029785,455.36309252379044,20000
0.61899483,-2.3169549,0.0069508646,0.47907776,0.3133477,0.612044,-0.19178319,1.0,0.010847385,0.8487768,-0.2013285,-1.7409045,0.06805916,-0.008282683,0.36447227,0.37985203,-0.19101161,-0.62568885,1.944365e-06,0.0022014625549316405,66.33442783355713,454.2433171073872,25000
0.22898202,-2.3827205,0.0071481615,0.54484355,0.27343374,0.22183385,-0.060657084,1.0,0.015918346,2.100179,-0.061023846,-1.6449683,0.05755128,-0.14461294,0.70465696,2.0293052,-0.05792021,-0.4462289,2.019387e-05,0.0028456751346588134,80.56283664703369,351.4103688338318,30000
-0.17994334,-2.322547,0.006967641,0.4846699,0.26640874,-0.18691097,0.049794905,1.0,0.0073393825,3.3726468,0.04627735,-0.33208632,0.041054804,-0.07311436,0.4218206,2.8011675,0.04321331,-0.3363476,6.4224887e-06,0.0022586811542510987,91.85629963874817,442.7360897473532,35000
-0.35354567,-2.3960257,0.007188077,0.5581486,0.19155611,-0.36073375,0.06910111,1.0,0.010275515,4.301779,0.06560617,-0.22785358,0.077324316,-0.03438519,0.43058386,4.261805,0.07259451,-0.23016717,6.4676774e-06,0.0022111143589019777,102.91191220283508,452.2604861782111,40000
-0.4088737,-2.3090622,0.0069271866,0.4711852,0.14304954,-0.4158009,0.05948054,1.0,0.00961274,3.0428915,0.057404276,-1.3751538,0.020567138,-0.027698316,0.26815012,2.6743803,0.059253536,-0.7614247,1.0109591e-06,0.0023564595222473144,114.69424200057983,424.36532741793,45000
-0.6224865,-2.2918425,0.006875527,0.4539653,0.11940028,-0.629362,0.07514662,1.0,0.005862818,2.0565753,0.07142268,-1.0413862,0.041191723,-0.027075011,0.26555604,2.101571,0.07318814,-0.8125403,2.3974578e-06,0.002278931665420532,126.08894300460815,438.80198040394225,50000
-0.53343856,-2.333147,0.0069994414,0.49527007,0.10207999,-0.540438,0.055168442,1.0,0.012710781,1.5976858,0.05137598,-1.408407,0.054999534,-0.010520797,0.23936054,1.4201256,0.04972328,-1.1843015,1.4332493e-06,0.0027459140300750734,139.81854891777039,364.1773662858299,55000
